fertilizer_cont,shade_cont,table,block,rep,spp,chl_wt,chl_area,focal.area,dry.wt,fresh.wt,sla,stem.wt,leaves.wt,roots.wt,nod.wt,n.leaf,c.leaf,Aamb,TPU,Vcmax,Jmax,Tleaf,TleafK,vcmax25,jmax25,jv25,marea,nmass,narea,tla,biomass,vcmax25_narea,jmax25_narea,avg_649,avg_665,chla_ug.ml,chlb_ug.ml,chla_g.ml,chlb_g.ml,chla_g,chlb_g,chla_g.m2,chlb_g.m2,chla_mol.m2,chlb_mol.m2,chla_mmol.m2,chlb_mmol.m2,chl_marea,chla_mmol.g,chlb_mmol.g,chl_mmol.g,chl_mmol.m2,chl_mmol.m2_narea,propN_rubisco,propN_bioenergetics,propN_lightharvesting,propN_photosynthesis
630,80,2,one,2,Cotton,0.0262,2.05,71.422,0.2335,1.0754,305.875803,0.6458,0.8044,0.2893,0,3.587818455,34.083494,14.28421495,13.80998897,75.28772535,86.2633667,25.02517273,298.1751727,75.11075362,86.12544354,1.146645978,32.69300776,0.035878185,1.172965766,246.379,1.7395,64.03490691,73.42536845,0.2341,0.617333333,6.717648333,1.863645667,6.72E-06,1.86E-06,6.72E-05,1.86E-05,0.327690163,0.090909545,0.000366745,0.000100179,0.366744818,0.366744818,127.804878,0.002869568,0.002869568,0.005739136,0.733489637,0.625329108,0.499784639,0.058396466,0.058167902,0.616349007
0,0,3,one,3,Cotton,0.0269,1.995,30.675,0.1571,0.5103,195.2577976,1.0567,0.9926,0.0935,0,2.373388312,43.01979344,17.65301826,14.49945868,96.5887219,102.1549601,24.96699619,298.1169962,96.88734509,102.3696439,1.056584261,51.21434392,0.023733883,1.215515253,193.61,2.1428,79.70886821,84.2191356,0.185,0.447,4.81068,1.69011,4.81E-06,1.69E-06,4.81E-05,1.69E-05,0.241136842,0.084717293,0.000269876,9.34E-05,0.26987593,0.26987593,134.8370927,0.002001496,0.002001496,0.004002992,0.53975186,0.444051902,0.622117996,0.066980936,0.061331456,0.750430388
0,30,4,one,3,Cotton,0.0208,1.767,40.571,0.1783,0.6005,227.5434661,0.6426,0.6155,0.0631,0,3.243522294,43.495096,12.92302346,11.45062385,63.89556122,76.12303746,25.03043138,298.1804314,63.71404446,75.97593524,1.192451929,43.94764733,0.032435223,1.425451739,142.611,1.3212,44.69744063,53.29954931,0.129666667,0.328666667,3.559096667,1.102863333,3.56E-06,1.10E-06,3.56E-05,1.10E-05,0.201420298,0.06241445,0.000225426,6.88E-05,0.225425902,0.225425902,117.7136389,0.001915036,0.001915036,0.003830073,0.450851805,0.316286965,0.348858073,0.042390054,0.042939546,0.434187673
0,50,1,one,3,Cotton,0.0184,1.794,57.824,0.2074,0.7892,278.804243,0.7211,0.7513,0.1613,0,2.7288264,37.80031545,13.12728092,11.69411996,65.48154174,75.50457234,24.64690645,297.7969065,67.68585142,77.22586892,1.14094552,35.86745988,0.027288264,0.978760714,204.511,1.6337,69.15464673,78.90168434,0.126,0.304666667,3.279186667,1.149913333,3.28E-06,1.15E-06,3.28E-05,1.15E-05,0.182786325,0.064097733,0.000204571,7.06E-05,0.204571101,0.204571101,102.5641026,0.001994568,0.001994568,0.003989136,0.409142203,0.418020663,0.539743584,0.062751875,0.053158203,0.655653663
0,80,2,one,3,Cotton,0.0155,1.777,45.232,0.115,0.5198,393.3217391,0.5182,0.6091,0.151,0,2.849183114,35.66521683,9.949223168,9.58856648,47.88101204,59.2051516,25.62659589,298.7765959,45.16986289,56.9096888,1.259903953,25.42447825,0.028491831,0.724389941,225.398,1.2783,62.35572905,78.5622295,0.137,0.322333333,3.456593333,1.297816667,3.46E-06,1.30E-06,3.46E-05,1.30E-05,0.194518477,0.07303414,0.000217702,8.05E-05,0.217701511,0.217701511,87.22566123,0.002495842,0.002495842,0.004991685,0.435403021,0.601061661,0.486678861,0.062481901,0.063708021,0.612868782
70,0,3,one,3,Cotton,0.0215,1.926,61.982,0.2511,0.8835,246.8418957,0.9043,1.0015,0.3952,0,2.77389182,37.88100965,16.65504117,14.65942527,83.40696978,98.09328024,24.89834282,298.0483428,84.20424364,98.73014149,1.172507907,40.51176147,0.027738918,1.123752438,231.157,2.301,74.93131122,87.85755491,0.163333333,0.394333333,4.243423333,1.493846667,4.24E-06,1.49E-06,4.24E-05,1.49E-05,0.220323122,0.077562132,0.000246582,8.55E-05,0.246581596,0.246581596,111.6303219,0.002208912,0.002208912,0.004417825,0.493163193,0.438853947,0.584829746,0.069874634,0.05791436,0.712618741
70,30,4,one,3,Cotton,0.0213,1.952,58.052,0.2114,0.8444,274.6073794,0.9299,0.9578,0.3595,0,3.139855367,40.283046,17.21725842,15.87366828,84.84385291,104.5838115,25.12430059,298.2743006,83.8643907,103.7616622,1.237255304,36.41562737,0.031398554,1.14339803,246.302,2.2472,73.34662863,90.74850528,0.15,0.383666667,4.159396667,1.257393333,4.16E-06,1.26E-06,4.16E-05,1.26E-05,0.213083846,0.064415642,0.00023848,7.10E-05,0.238479531,0.238479531,109.1188525,0.002185503,0.002185503,0.004371005,0.476959062,0.417141756,0.572461492,0.072173857,0.050621962,0.695257311
70,50,1,one,3,Cotton,0.0199,1.86,36.671,0.1547,0.5367,237.0458953,0.5118,0.5946,0.1315,0,2.605762951,31.97395392,9.973667668,10.94176529,45.87139526,63.11642568,24.9681261,298.1181261,46.00835197,63.24452064,1.374631299,42.18592348,0.02605763,1.099265165,142.216,1.2379,41.85373416,57.53345297,0.18,0.448666667,4.848246667,1.571293333,4.85E-06,1.57E-06,4.85E-05,1.57E-05,0.260658423,0.084478136,0.000291724,9.31E-05,0.291724125,0.291724125,106.9892473,0.002726668,0.002726668,0.005453335,0.58344825,0.530762066,0.326663291,0.045757351,0.076101744,0.448522386
70,80,2,one,3,Cotton,0.022,1.881,26.784,0.084,0.4903,318.8571429,0.2797,0.352,0.0654,0,4.8226448,32.43696739,10.38215408,11.74350456,51.48106586,70.02049536,24.98847771,298.1384777,51.53656782,70.07182112,1.359652458,31.36200716,0.048226448,1.512478208,129.158,0.6971,34.0742548,46.32914429,0.115,0.287666667,3.109906667,0.998463333,3.11E-06,9.98E-07,3.11E-05,9.98E-06,0.165332624,0.053081517,0.000185037,5.85E-05,0.18503724,0.18503724,116.9590643,0.001582068,0.001582068,0.003164137,0.37007448,0.244680868,0.265945403,0.03684637,0.023858178,0.326649952
210,0,3,one,3,Cotton,0.0223,2,71.504,0.3165,1.1553,225.9210111,1.1627,1.3502,0.538,0,4.034672991,41.67711315,19.39189663,19.22350365,123.6031785,134.7937261,25.03231232,298.1823123,123.2303772,134.5171696,1.091590992,44.26325799,0.04034673,1.785877715,302.508,3.0509,69.00269606,75.32272141,0.202,0.515,5.58095,1.70218,5.58E-06,1.70E-06,5.58E-05,1.70E-05,0.2790475,0.085109,0.000312305,9.38E-05,0.312304843,0.312304843,111.5,0.00280094,0.00280094,0.005601881,0.624609685,0.349749415,0.538557628,0.059905464,0.05048854,0.648951632
210,30,4,one,3,Cotton,0.0215,1.919,58.278,0.1939,0.9062,300.5569881,0.4766,0.9248,0.1283,0,4.617125071,38.35216518,14.49893728,19.14558692,80.20261755,114.9391788,24.97810059,298.1281006,80.36705087,115.0993805,1.43217126,33.27156046,0.046171251,1.536189559,267.14,1.5297,52.31584239,74.92524594,0.153666667,0.366,3.93139,1.43201,3.93E-06,1.43E-06,3.93E-05,1.43E-05,0.204866597,0.07462272,0.000229283,8.22E-05,0.229282937,0.229282937,112.0375195,0.002046484,0.002046484,0.004092967,0.458565874,0.298508652,0.40831877,0.059589345,0.032235463,0.500143578
210,50,1,one,3,Cotton,0.0229,1.984,53.264,0.211,0.9617,252.436019,0.6324,1.1527,0.136,0,4.108896008,35.84283251,12.98086986,13.28466177,68.35166628,83.28090887,24.96701202,298.117012,68.56288747,83.45584383,1.217216003,39.61399819,0.04108896,1.62769799,302.38,1.9211,42.12260989,51.27231484,0.147666667,0.351666667,3.777366667,1.376323333,3.78E-06,1.38E-06,3.78E-05,1.38E-05,0.190391465,0.069371136,0.000213083,7.64E-05,0.213082635,0.213082635,115.4233871,0.001846096,0.001846096,0.003692192,0.42616527,0.261820849,0.328761833,0.040777759,0.032675813,0.402215405
210,80,2,one,3,Cotton,0.0275,1.886,21.792,0.0679,0.3806,320.9425626,0.206,0.2138,0.0656,0,3.896142637,34.77599824,10.92473387,11.13471806,59.38798919,69.67579549,24.93993813,298.0899381,59.72262651,69.94258314,1.171123697,31.1582232,0.038961426,1.213968819,65.389,0.4854,49.19617833,57.61481024,0.216,0.531666667,5.735816667,1.921373333,5.74E-06,1.92E-06,5.74E-05,1.92E-05,0.304126016,0.101875574,0.000340372,0.000112263,0.340372258,0.340372258,145.8112407,0.002334335,0.002334335,0.00466867,0.680744516,0.560759474,0.383970172,0.045822056,0.043573817,0.473366045
630,0,3,one,3,Cotton,0.0234,1.947,67.371,0.2777,1.149,242.603529,0.9335,1.6374,0.272,0,4.72594783,37.81156298,13.85703366,21.59162432,90.97686721,126.4567852,25.11191261,298.2619126,90.03063376,125.5612809,1.394650639,41.21951581,0.047259478,1.948012813,366.114,2.8429,46.21665379,64.45608575,0.213,0.56,6.09155,1.70467,6.09E-06,1.70E-06,6.09E-05,1.70E-05,0.312868516,0.087553672,0.000350157,9.65E-05,0.350156703,0.350156703,120.1848998,0.002913483,0.002913483,0.005826967,0.700313406,0.359501437,0.360715347,0.051263041,0.044835386,0.456813774
630,30,4,one,3,Cotton,0.0239,2.011,51.804,0.2702,1.3688,191.7246484,0.6702,0.9647,0.293,0,3.80579906,36.6237921,14.58610151,14.28557964,73.3604026,89.4798847,25.03366657,298.1836666,73.12988289,89.28861559,1.220959368,52.15813451,0.038057991,1.985033793,291.87,1.9279,36.84062365,44.98090456,0.228333333,0.553,5.95332,2.07909,5.95E-06,2.08E-06,5.95E-05,2.08E-05,0.296037792,0.103385878,0.00033132,0.000113928,0.331320066,0.331320066,118.8463451,0.002787802,0.002787802,0.005575604,0.662640132,0.333818061,0.287536575,0.035774092,0.053273761,0.376584428
630,50,1,one,3,Cotton,0.0233,1.992,43.793,0.2041,0.7157,214.566389,0.6003,0.803,0.1823,0,2.959015599,31.79307688,13.97738952,15.12815688,66.1813182,87.7404988,24.42616686,297.5761669,69.846248,91.02235645,1.303181761,46.60562191,0.029590156,1.379067622,202.079,1.5856,50.64744243,66.0028232,0.231333333,0.581333333,6.288353333,1.994326667,6.29E-06,1.99E-06,6.29E-05,1.99E-05,0.315680388,0.100116801,0.000353304,0.000110325,0.353303699,0.353303699,116.9678715,0.003020519,0.003020519,0.006041038,0.706607398,0.512380529,0.395297112,0.052493188,0.07423892,0.522029219
630,80,2,one,3,Cotton,0.0189,1.81,48.991,0.1494,0.8042,327.91834,0.2667,0.4047,0.0493,0,3.902348267,31.57028641,11.42662188,11.40300984,65.89636077,70.59680101,25.69081466,298.8408147,61.79705599,67.58758825,1.093702397,30.49539712,0.039023483,1.190036601,138.957,0.7207,51.92870198,56.79454581,0.19,0.495666667,5.386676667,1.541153333,5.39E-06,1.54E-06,5.39E-05,1.54E-05,0.297606446,0.085146593,0.000333076,9.38E-05,0.333075674,0.333075674,104.4198895,0.003189772,0.003189772,0.006379545,0.666151348,0.559773832,0.405297186,0.045169685,0.05944714,0.509914011
0,0,3,one,4,Cotton,0.0285,2.031,30.091,0.1516,0.5015,198.4894459,0.5221,0.5923,0.1995,0,2.000393804,39.55173325,11.82457826,12.72518424,57.77025752,78.21593338,24.96958739,298.1195874,57.93481945,78.36738568,1.35268197,50.38051245,0.020003938,1.007808649,123.017,1.3139,57.48593196,77.76018367,0.182333333,0.447,4.81988,1.63147,4.82E-06,1.63E-06,4.82E-05,1.63E-05,0.237315608,0.08032841,0.000265599,8.85E-05,0.265599275,0.265599275,140.3249631,0.001892744,0.001892744,0.003785489,0.53119855,0.527082745,0.448670688,0.06184402,0.068813516,0.579328225
0,30,4,one,4,Cotton,0.0275,2.047,49.463,0.2244,0.8556,220.4233512,0.9457,0.9738,0.398,0,2.582705676,35.52565935,14.57461862,13.62085979,74.78142304,88.26176799,25.01579355,298.1657935,74.67107976,88.17319333,1.180821191,45.36724419,0.025827057,1.171702391,219.342,2.3175,63.7287082,75.25220911,0.225,0.567,6.13548,1.93131,6.14E-06,1.93E-06,6.14E-05,1.93E-05,0.299730337,0.094348315,0.000335453,0.000103969,0.335452695,0.335452695,134.3429409,0.002496988,0.002496988,0.004993976,0.670905389,0.572590271,0.497394796,0.059849384,0.070313517,0.627557697
0,50,1,one,4,Cotton,0.0195,2.097,13.365,0.0408,0.1613,327.5735294,0.3009,0.4376,0.1634,0,4.045314709,41.73101639,3.798925515,8.761330215,25.31909526,50.79274698,24.99101936,298.1410194,25.34036769,50.82176264,2.005565321,30.5274972,0.040453147,1.234933334,106.739,0.9019,20.519624,41.15344629,0.150666667,0.326666667,3.462266667,1.575293333,3.46E-06,1.58E-06,3.46E-05,1.58E-05,0.165105707,0.075121284,0.000184783,8.28E-05,0.184783278,0.184783278,92.98998569,0.001987131,0.001987131,0.003974262,0.369566556,0.299260329,0.160153163,0.032730048,0.035724937,0.228608148
0,80,2,one,4,Cotton,0.0164,1.83,27.321,0.0875,0.3333,312.24,0.6147,0.6649,0.1312,0,3.012928817,38.24279026,6.129978205,6.735497005,31.34728707,41.53982835,24.92294106,298.0729411,31.57411915,41.74404563,1.322096919,32.02664617,0.030129288,0.964940052,212.339,1.4108,32.72132719,43.26076585,0.156666667,0.392333333,4.242043333,1.357886667,4.24E-06,1.36E-06,4.24E-05,1.36E-05,0.231805647,0.074201457,0.000259433,8.18E-05,0.259432627,0.259432627,89.61748634,0.002894888,0.002894888,0.005789777,0.518865254,0.537717606,0.255385968,0.034406036,0.069877968,0.359669972
70,0,3,one,4,Cotton,0.0329,1.922,53.621,0.277,1.0254,193.5776173,1.679,1.3291,0.7526,0,2.797097466,39.64140426,22.3551431,22.04968816,134.9045275,143.7015188,26.55917361,299.7091736,116.8318561,130.3936137,1.116079278,51.658865,0.027970975,1.444948804,260.914,3.7607,80.85536027,90.24099213,0.205,0.514333333,5.562473333,1.771696667,5.56E-06,1.77E-06,5.56E-05,1.77E-05,0.289410683,0.092179847,0.000323903,0.000101579,0.323903127,0.323903127,171.1758585,0.001892224,0.001892224,0.003784449,0.647806255,0.448324711,0.631066226,0.071770223,0.049199686,0.752036135
70,30,4,one,4,Cotton,0.0253,1.922,43.102,0.1829,0.6992,235.65883,1,1.1793,0.2676,0,2.751278024,38.31099763,14.1889867,15.7356012,80.77448271,92.99649757,25.99970352,299.1497035,73.62360563,87.33699785,1.186263524,42.43422578,0.02751278,1.167483529,265.386,2.4469,63.06179387,74.80790581,0.170666667,0.416666667,4.490366667,1.536293333,4.49E-06,1.54E-06,4.49E-05,1.54E-05,0.233629899,0.079932015,0.000261474,8.81E-05,0.261474297,0.261474297,131.6337149,0.001986378,0.001986378,0.003972756,0.522948595,0.447928028,0.492189611,0.059496022,0.052507905,0.604193538
70,50,1,one,4,Cotton,0.0205,2.041,38.86,0.1341,0.4576,289.7837435,0.3963,0.5003,0.1665,0,2.257395634,40.30423963,10.28045731,12.25697603,52.47059085,69.94049342,26.39766774,299.5476677,46.11437304,64.0928583,1.389867281,34.50849202,0.022573956,0.778993192,126.265,1.0631,59.19740186,82.27653199,0.188,0.451666667,4.857216667,1.731253333,4.86E-06,1.73E-06,4.86E-05,1.73E-05,0.237982198,0.084823779,0.000266345,9.35E-05,0.26634531,0.26634531,100.4409603,0.00265176,0.00265176,0.00530352,0.532690621,0.683819353,0.462028502,0.06543595,0.085432638,0.612897091
70,80,2,one,4,Cotton,0.0202,1.882,32.185,0.0877,0.4383,366.9897377,0.247,0.3614,0.0445,0,3.636921005,33.9368097,11.30228378,8.393537115,43.5412468,55.7475078,22.53137302,295.681373,55.07307262,65.47953781,1.18895741,27.24871835,0.03636921,0.991014361,112.907,0.6529,55.57242637,66.07324815,0.174,0.424666667,4.576386667,1.567033333,4.58E-06,1.57E-06,4.58E-05,1.57E-05,0.243166135,0.083264258,0.000272147,9.18E-05,0.272147078,0.272147078,107.3326249,0.002535549,0.002535549,0.005071097,0.544294155,0.549229332,0.433736011,0.052549198,0.050703199,0.536988407
210,0,3,one,4,Cotton,0.0314,2.114,87.722,0.4364,1.6146,201.0128323,1.3357,1.5162,0.5184,0,5.538008913,53.26506008,18.04615949,14.41677923,114.4780904,109.3342443,24.98499619,298.1349962,114.6388322,109.4386189,0.954638291,49.74806775,0.055380089,2.755052426,296.823,3.3703,41.61039953,39.72288071,0.215333333,0.565333333,6.148513333,1.727606667,6.15E-06,1.73E-06,6.15E-05,1.73E-05,0.290847367,0.08172217,0.000325511,9.01E-05,0.325511037,0.325511037,148.5335856,0.002191498,0.002191498,0.004382996,0.651022074,0.236301156,0.324764094,0.031592295,0.028779597,0.385135985
210,30,4,one,4,Cotton,0.025,1.986,48.388,0.149,0.7442,324.7516779,0.3607,0.5192,0.0549,0,4.532122651,37.71375282,14.710131,14.4730295,78.89743031,92.61795347,24.98168182,298.1316818,79.03270883,92.72591693,1.173260012,30.79275853,0.045321227,1.395565584,139.917,0.9348,56.63131115,66.44325281,0.160333333,0.404333333,4.375673333,1.374676667,4.38E-06,1.37E-06,4.38E-05,1.37E-05,0.220325948,0.069218362,0.000246585,7.63E-05,0.246584759,0.246584759,125.8811682,0.001958869,0.001958869,0.003917739,0.493169519,0.353383262,0.442000477,0.052843469,0.031434106,0.526278052
210,50,1,one,4,Cotton,0.0246,2.012,63.154,0.2237,0.9416,282.3156013,0.6514,1.0465,0.147,0,4.04849693,36.2770344,12.04852804,14.12244486,61.58961215,79.78635751,26.2110698,299.3610698,55.05939422,73.95847636,1.343249003,35.42135098,0.040484969,1.434032307,271.213,1.8449,38.39480739,51.57378673,0.187,0.441,4.73064,1.76601,4.73E-06,1.77E-06,4.73E-05,1.77E-05,0.235121272,0.087773857,0.000263143,9.67E-05,0.263143415,0.263143415,122.2664016,0.002152214,0.002152214,0.004304427,0.526286829,0.366997889,0.299666789,0.041017525,0.038662405,0.379346719
210,80,2,one,4,Cotton,0.0256,1.885,71.246,0.1675,1.1314,425.3492537,0.4236,0.546,0.0747,0,4.31297155,35.20314341,11.2486609,5.946319959,45.15975212,50.62261679,22.91414135,296.0641414,55.04948399,57.96802442,1.053016672,23.5100918,0.043129716,1.013983571,175.781,1.0443,54.29031159,57.16860323,0.181,0.443333333,4.779783333,1.621656667,4.78E-06,1.62E-06,4.78E-05,1.62E-05,0.253569408,0.086029531,0.00028379,9.48E-05,0.283790229,0.283790229,135.8090186,0.002089627,0.002089627,0.004179255,0.567580458,0.559753111,0.423729261,0.04546718,0.035236238,0.504432679
630,0,3,one,4,Cotton,0.0258,1.93,63.707,0.2687,1.0758,237.0934127,1.2681,1.7241,0.4559,0,4.28239071,39.47476758,20.61781298,18.33284134,119.2153021,125.3888476,25.75530147,298.9053015,111.1351592,119.5616104,1.07582165,42.17746873,0.042823907,1.806204003,380.98,3.4481,61.52968274,66.1949648,0.239666667,0.621666667,6.751266667,1.963003333,6.75E-06,1.96E-06,6.75E-05,1.96E-05,0.349806563,0.101710017,0.000391497,0.000112081,0.391497088,0.391497088,133.6787565,0.002928641,0.002928641,0.005857282,0.782994176,0.433502625,0.48023167,0.052646001,0.049736721,0.582614393
630,30,4,one,4,Cotton,0.0246,1.991,96.606,0.3606,1.4823,267.9034942,1.2771,1.8685,0.2896,0,4.014556188,37.10946428,17.1116966,16.94337745,118.026028,112.1253821,26.6208824,299.7708824,101.6431982,101.3601058,0.997214841,37.3268741,0.040145562,1.498508334,478.587,3.4352,67.82958486,67.6406687,0.200333333,0.494333333,5.334773333,1.775476667,5.33E-06,1.78E-06,5.33E-05,1.78E-05,0.267944417,0.089175121,0.000299878,9.83E-05,0.299878475,0.299878475,123.556002,0.002427065,0.002427065,0.00485413,0.599756951,0.400235979,0.529401638,0.053795795,0.043968455,0.627165888
630,50,1,one,4,Cotton,0.0251,2.011,33.82,0.133,0.5783,254.2857143,0.6767,1.1511,0.1627,0,4.423322098,32.97612169,9.769303503,13.60153051,52.29164659,67.83491067,24.83250235,297.9825023,53.11821084,68.56263632,1.290755755,39.32584269,0.044233221,1.73950869,253.05,1.9905,30.53632968,39.41494326,0.180333333,0.442,4.76583,1.61409,4.77E-06,1.61E-06,4.77E-05,1.61E-05,0.236988066,0.080263053,0.000265233,8.84E-05,0.265232695,0.265232695,124.8135256,0.002125032,0.002125032,0.004250063,0.530465391,0.304951274,0.238332329,0.031347387,0.034939296,0.304619011
630,80,2,one,4,Cotton,0.0213,2.146,70.037,0.1999,0.997,350.3601801,0.4818,0.5608,0.0965,0,3.988257459,34.04679838,9.752869688,8.587522521,49.71176566,57.92770622,24.96006158,298.1100616,49.89782355,58.07506752,1.163879772,28.54205634,0.039882575,1.138330691,185.753,1.1391,43.83420736,51.01774729,0.181666667,0.447,4.82218,1.61681,4.82E-06,1.62E-06,4.82E-05,1.62E-05,0.224705499,0.075340634,0.000251486,8.30E-05,0.251486272,0.251486272,99.25442684,0.002533754,0.002533754,0.005067507,0.502972543,0.441850991,0.342120643,0.040575297,0.046203887,0.428899827
0,0,3,one,5,Soybean,0.0156,1.61,14.893,0.0504,0.1679,295.4960317,0.4339,0.6742,0.3226,0.0401,4.158044116,42.01851125,11.57227555,17.44858826,81.41282812,96.47078517,27.20333959,300.3533396,66.52377944,84.20178386,1.265739628,33.84140201,0.041580441,1.407140425,216.14,1.4307,47.27586406,59.8389346,0.151,0.437666667,4.814206667,0.992103333,4.81E-06,9.92E-07,4.81E-05,9.92E-06,0.299019048,0.061621325,0.000334657,6.79E-05,0.334656632,0.334656632,96.89440994,0.003453828,0.003453828,0.006907656,0.669313265,0.475654919,0.368982354,0.04759094,0.060410012,0.476983306
0,30,4,one,5,Soybean,0.0174,1.82,24.927,0.0601,0.26,414.7587354,0.4071,0.789,0.2155,0.0413,5.157539935,42.48063374,13.76494065,20.88881302,82.49595241,110.4687662,27.05825279,300.2082528,68.2924076,97.25944947,1.424161966,24.11040238,0.051575399,1.243503631,322.528,1.4116,54.91934715,78.21404541,0.108333333,0.318666667,3.510796667,0.686943333,3.51E-06,6.87E-07,3.51E-05,6.87E-06,0.192900916,0.037744139,0.000215891,4.16E-05,0.215891166,0.215891166,95.6043956,0.002258172,0.002258172,0.004516344,0.431782332,0.347230455,0.428638807,0.062204984,0.031842834,0.522686625
0,50,1,one,5,Soybean,0.0116,1.523,29.522,0.0618,0.2535,477.7022654,0.5494,0.7892,0.1741,0.0678,5.047432165,43.08459229,12.98066185,17.12637802,82.15480698,96.18468773,27.29998417,300.4499842,66.5518747,83.47056123,1.254218031,20.93354109,0.050474322,1.056606286,294.331,1.5127,62.98644592,78.99873617,0.129666667,0.373666667,4.107646667,0.863463333,4.11E-06,8.63E-07,4.11E-05,8.63E-06,0.269707595,0.0566949,0.000301852,6.25E-05,0.301851792,0.301851792,76.1654629,0.003963106,0.003963106,0.007926212,0.603703584,0.571360962,0.491601529,0.062829062,0.057103468,0.611534059
0,80,2,one,5,Soybean,0.0096,1.654,29.273,0.0486,0.1886,602.3251029,0.3086,0.356,0.107,0.0162,4.675860813,42.77940732,11.71291226,13.85875072,57.76165223,75.9740061,25.10977801,298.259778,57.17227419,75.44620886,1.319629312,16.60232979,0.046758608,0.776301833,192.667,0.7716,73.64696536,97.18669425,0.114,0.309,3.37341,0.86298,3.37E-06,8.63E-07,3.37E-05,8.63E-06,0.203954655,0.052175333,0.000228262,5.75E-05,0.228262309,0.228262309,58.04111245,0.003932769,0.003932769,0.007865539,0.456524617,0.588076181,0.574805583,0.07729426,0.061169398,0.713269241
70,0,3,one,5,Soybean,0.0121,1.474,29.606,0.0693,0.2559,427.2150072,0.3556,0.5699,0.2087,0.0433,3.880112209,34.47932133,17.91587197,22.12142395,108.3053513,125.2470661,26.40470293,299.5547029,95.12434397,114.725871,1.206062152,23.40741742,0.038801122,0.908234061,218.807,1.1342,104.735495,126.3175165,0.109333333,0.325,3.58455,0.67524,3.58E-06,6.75E-07,3.58E-05,6.75E-06,0.24318521,0.045810041,0.000272168,5.05E-05,0.272168426,0.272168426,82.08955224,0.003315506,0.003315506,0.006631013,0.544336852,0.599335431,0.817447766,0.100462507,0.062144525,0.980054798
70,30,4,one,5,Soybean,0.153,1.806,21.178,0.0491,0.2154,431.3238289,0.4045,0.6014,0.1592,0.024,4.820253971,42.91017669,10.49291131,17.51133402,49.16491029,96.84803263,25.39125865,298.5412587,47.40421411,94.47922304,1.993055361,23.18443668,0.04820254,1.11754873,227.14,1.1651,42.41802872,84.54147952,0.090666667,0.269333333,2.970373333,0.560906667,2.97E-06,5.61E-07,2.97E-05,5.61E-06,0.164472499,0.031057955,0.000184075,3.42E-05,0.184074604,0.184074604,847.1760797,0.00021728,0.00021728,0.00043456,0.368149207,0.329425642,0.331067541,0.067237302,0.003278292,0.401583135
70,50,1,one,5,Soybean,0.0148,1.71,22.666,0.0553,0.2227,409.8734177,0.4862,0.7105,0.2272,0.0277,6.014599012,51.81236455,10.75309394,14.11910797,84.32745617,83.90643547,28.01521114,301.1652111,64.11682585,69.82765639,1.08906914,24.39777641,0.06014599,1.467428419,258.84,1.4239,43.69332434,47.58505117,0.146333333,0.442666667,4.891256667,0.862883333,4.89E-06,8.63E-07,4.89E-05,8.63E-06,0.286038402,0.050461014,0.000320129,5.56E-05,0.320128931,0.320128931,86.5497076,0.003698787,0.003698787,0.007397574,0.640257863,0.436312841,0.341021068,0.037845215,0.044724958,0.423591241
70,80,2,one,5,Soybean,0.0108,1.786,13.45,0.025,0.1019,538,0.384,0.4558,0.1392,0.0084,5.679425123,43.14134014,7.615095372,10.40133249,47.30750872,58.11822726,26.94477566,300.0947757,39.56456804,51.51864091,1.302140867,18.58736059,0.056794251,1.055655227,244.051,0.979,37.47868339,48.80252527,0.048,0.156666667,1.744166667,0.222053333,1.74E-06,2.22E-07,1.74E-05,2.22E-06,0.097657708,0.012432997,0.000109297,1.37E-05,0.109296715,0.109296715,60.47032475,0.001807444,0.001807444,0.003614888,0.218593431,0.207068961,0.292516553,0.038813493,0.023145029,0.354475076
210,0,3,one,5,Soybean,0.0198,1.876,13.415,0.0473,0.1741,283.615222,0.8072,1.2833,0.5629,0.0145,3.994680166,40.67715649,8.17061629,18.30886743,69.97525763,107.2093199,28.15335924,301.3033592,52.56427418,88.51426954,1.683924508,35.25903839,0.039946802,1.408485813,411.903,2.6534,37.31970439,62.84356485,0.14,0.402,4.41738,0.93996,4.42E-06,9.40E-07,4.42E-05,9.40E-06,0.235468017,0.050104478,0.000263531,5.52E-05,0.263531485,0.263531485,105.54371,0.002496894,0.002496894,0.004993789,0.52706297,0.374205381,0.291275742,0.049980575,0.045458536,0.386714852
210,30,4,one,5,Soybean,0.0174,1.975,13.791,0.0458,0.1632,301.1135371,0.8131,1.2051,0.37,0.0186,4.546141717,42.16685296,10.30455242,15.49207679,60.66312707,87.30390772,25.22891437,298.3789144,59.3807687,86.04571496,1.449050203,33.21006454,0.045461417,1.509776598,406.199,2.3882,39.33083131,56.99234911,0.123666667,0.358,3.93737,0.81487,3.94E-06,8.15E-07,3.94E-05,8.15E-06,0.199360506,0.041259241,0.000223121,4.55E-05,0.223120621,0.223120621,88.10126582,0.002532547,0.002532547,0.005065095,0.446241243,0.29556773,0.306972342,0.045327002,0.040514632,0.392813975
